Timestamp,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Usage(%),GPU_Memory_Access_Usage(%)
2024-06-26 16:25:00.141,12.46,1.07,9,7.06,1
2024-06-26 16:25:01.355,3.18,1.07,97,7.06,48
2024-06-26 16:25:02.563,6.28,1.07,94,7.06,54
2024-06-26 16:25:03.773,0,0,1,2.86,0
