Timestamp,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Usage(%)
2024-06-18 14:04:28,20.94,2.82123171312988,2, 0
2024-06-18 14:04:30,3.57,2.82020508182496,97, 58
2024-06-18 14:04:33,3.44,2.82022952542746,97, 56
2024-06-18 14:04:35,3.57,2.82022952542746,97, 54
2024-06-18 14:04:37,3.38,2.82022952542746,97, 51
2024-06-18 14:04:39,3.30,2.82025396902996,97, 49
2024-06-18 14:04:41,5.06,2.8202906344337,97, 50
2024-06-18 14:04:43,6.27,2.8202906344337,97, 55
2024-06-18 14:04:45,6.60,2.82032729983745,97, 57
2024-06-18 14:04:48,6.71,2.82032729983745,97, 57
2024-06-18 14:04:50,6.62,2.82032729983745,97, 60
2024-06-18 14:04:52,6.53,2.82032729983745,97, 59
2024-06-18 14:04:54,6.60,2.82032729983745,97, 61
2024-06-18 14:04:56,6.30,2.82032729983745,97, 57
2024-06-18 14:04:58,0,0,0, 0
