Timestamp,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Usage(%)
2024-06-18 14:03:06,22.76,2.82136615294362,2, 0
2024-06-18 14:03:09,3.43,2.8203884088437,98, 57
2024-06-18 14:03:11,4.56,2.82044951784994,98, 56
2024-06-18 14:03:13,6.28,2.82048618325369,98, 54
2024-06-18 14:03:15,3.54,2.82048618325369,98, 50
2024-06-18 14:03:17,6.44,2.82048618325369,98, 49
2024-06-18 14:03:19,6.86,2.82049840505494,98, 52
2024-06-18 14:03:21,6.71,2.82049840505494,98, 56
2024-06-18 14:03:24,6.61,2.82049840505494,98, 59
2024-06-18 14:03:26,5.65,2.82051062685619,98, 58
2024-06-18 14:03:28,4.16,2.82051062685619,98, 58
2024-06-18 14:03:30,6.12,2.82053507045868,98, 57
2024-06-18 14:03:32,6.19,2.82053507045868,98, 59
2024-06-18 14:03:34,6.38,2.82053507045868,98, 58
2024-06-18 14:03:35,0,0,40, 25
