Timestamp,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Usage(%),GPU_Memory_Access_Usage(%)
2024-06-26 10:50:11.607,14.00,1.07,6,7.14,1
2024-06-26 10:50:12.816,3.52,1.07,96,7.14,48
2024-06-26 10:50:14.026,5.32,1.07,94,7.14,59
2024-06-26 10:50:15.234,0,0,1,2.94,0
