Timestamp,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Usage(%)
2024-06-22 17:28:13,3.97,19.73,100,97.53
2024-06-22 17:28:16,3.94,19.73,100,97.53
2024-06-22 17:28:18,3.93,19.73,100,97.53
2024-06-22 17:28:20,4.00,19.73,100,97.53
2024-06-22 17:28:22,4.04,19.73,100,97.53
2024-06-22 17:28:24,3.97,19.73,100,97.53
2024-06-22 17:28:26,3.97,19.73,100,97.53
2024-06-22 17:28:29,4.04,19.73,100,97.53
2024-06-22 17:28:31,3.94,19.73,100,97.53
2024-06-22 17:28:33,3.94,19.73,100,97.53
2024-06-22 17:28:35,3.96,19.73,100,97.53
2024-06-22 17:28:37,3.94,19.73,100,97.53
2024-06-22 17:28:39,4.03,19.73,100,97.53
2024-06-22 17:28:42,3.99,19.73,100,97.53
2024-06-22 17:28:44,3.91,19.73,100,97.53
2024-06-22 17:28:46,3.98,19.73,100,97.53
2024-06-22 17:28:48,3.95,19.73,100,97.53
2024-06-22 17:28:50,3.92,19.73,100,97.53
2024-06-22 17:28:52,4.00,19.73,100,97.53
2024-06-22 17:28:55,4.01,19.73,100,97.53
2024-06-22 17:28:57,3.95,19.73,100,97.53
2024-06-22 17:29:00,3.92,19.73,100,97.53
2024-06-22 17:29:02,3.95,19.73,100,97.53
2024-06-22 17:29:04,4.00,19.73,100,97.53
2024-06-22 17:29:06,3.91,19.73,100,97.53
2024-06-22 17:29:08,3.94,19.73,100,97.53
2024-06-22 17:29:11,3.97,19.73,100,97.53
2024-06-22 17:29:13,3.97,19.73,100,97.53
2024-06-22 17:29:15,3.91,19.73,100,97.53
2024-06-22 17:29:17,3.93,19.73,100,97.53
2024-06-22 17:29:19,3.91,19.73,100,97.53
2024-06-22 17:29:22,3.94,19.73,100,97.53
2024-06-22 17:29:24,3.99,19.70,100,97.53
2024-06-22 17:29:26,3.93,19.53,100,97.53
2024-06-22 17:29:28,3.98,19.53,100,97.53
2024-06-22 17:29:30,3.94,19.53,100,97.53
2024-06-22 17:29:33,3.90,19.53,100,97.53
2024-06-22 17:29:35,3.92,19.53,100,97.53
2024-06-22 17:29:37,3.90,19.53,100,97.53
2024-06-22 17:29:39,3.93,19.53,100,97.53
2024-06-22 17:29:41,3.93,19.53,100,97.53
2024-06-22 17:29:43,3.95,19.53,100,97.53
2024-06-22 17:29:46,3.98,19.53,100,97.53
2024-06-22 17:29:48,4.14,19.53,100,97.53
2024-06-22 17:29:50,3.99,19.53,100,97.53
2024-06-22 17:29:52,4.05,19.53,100,97.53
2024-06-22 17:29:54,3.94,19.53,100,97.87
2024-06-22 17:29:56,4.12,19.53,100,97.53
2024-06-22 17:29:59,4.00,19.53,100,97.53
2024-06-22 17:30:01,3.85,19.53,100,97.53
2024-06-22 17:30:03,3.98,19.53,100,97.53
2024-06-22 17:30:05,3.94,19.53,100,97.53
2024-06-22 17:30:07,3.94,19.53,100,97.87
2024-06-22 17:30:09,4.33,19.53,100,97.53
2024-06-22 17:30:12,4.08,19.53,100,97.53
2024-06-22 17:30:14,4.05,19.53,100,97.53
2024-06-22 17:30:16,3.93,19.53,100,97.53
2024-06-22 17:30:18,3.96,19.53,100,97.53
2024-06-22 17:30:20,3.89,19.53,100,97.53
2024-06-22 17:30:23,4.06,19.53,100,97.53
2024-06-22 17:30:25,3.89,19.53,100,97.53
2024-06-22 17:30:27,3.83,19.53,100,97.53
2024-06-22 17:30:29,3.85,19.53,100,97.53
2024-06-22 17:30:31,3.85,19.53,100,97.53
2024-06-22 17:30:33,3.93,19.53,100,97.53
2024-06-22 17:30:36,3.93,19.53,100,97.53
2024-06-22 17:30:38,3.93,19.53,100,97.53
2024-06-22 17:30:40,3.93,19.53,100,97.53
2024-06-22 17:30:42,4.00,19.53,100,97.53
2024-06-22 17:30:44,3.89,19.53,100,97.53
2024-06-22 17:30:46,3.95,19.53,100,97.53
2024-06-22 17:30:49,3.89,19.53,100,97.53
2024-06-22 17:30:51,3.99,19.53,100,97.53
2024-06-22 17:30:53,3.94,19.53,100,97.53
2024-06-22 17:30:55,3.98,19.53,100,97.53
2024-06-22 17:30:57,4.03,19.53,100,97.53
2024-06-22 17:30:59,4.04,19.53,100,97.53
2024-06-22 17:31:02,4.04,19.53,100,97.53
2024-06-22 17:31:04,3.88,19.53,100,97.53
2024-06-22 17:31:06,3.94,19.53,100,97.53
2024-06-22 17:31:08,3.99,19.53,100,97.53
2024-06-22 17:31:10,4.02,19.53,100,97.53
2024-06-22 17:31:12,4.08,19.53,100,97.53
2024-06-22 17:31:15,4.09,19.53,100,97.53
2024-06-22 17:31:17,4.17,19.53,100,97.53
2024-06-22 17:31:19,3.79,19.53,100,97.53
2024-06-22 17:31:21,4.00,19.53,100,97.53
2024-06-22 17:31:23,4.12,19.53,100,97.53
2024-06-22 17:31:25,3.85,19.53,100,97.53
2024-06-22 17:31:28,4.22,19.53,100,97.53
2024-06-22 17:31:30,3.89,19.53,100,97.53
2024-06-22 17:31:32,4.32,19.53,100,97.53
2024-06-22 17:31:34,4.00,19.53,100,97.53
2024-06-22 17:31:36,3.80,19.53,100,97.53
2024-06-22 17:31:38,4.04,19.53,100,97.53
2024-06-22 17:31:41,4.22,19.53,100,97.53
2024-06-22 17:31:43,4.37,19.53,100,97.53
2024-06-22 17:31:45,4.29,19.53,100,97.53
2024-06-22 17:31:47,3.95,19.53,100,97.53
2024-06-22 17:31:49,3.78,19.53,100,97.53
2024-06-22 17:31:51,4.03,19.53,100,97.53
2024-06-22 17:31:54,4.37,19.53,100,97.53
2024-06-22 17:31:56,4.37,19.53,100,97.53
2024-06-22 17:31:58,3.97,19.53,100,97.53
2024-06-22 17:32:00,3.71,19.53,100,97.53
2024-06-22 17:32:02,4.20,19.53,100,97.53
2024-06-22 17:32:04,4.27,19.53,100,97.53
2024-06-22 17:32:07,3.65,19.53,100,97.53
2024-06-22 17:32:09,4.28,19.53,100,97.53
2024-06-22 17:32:11,4.19,19.53,100,97.53
2024-06-22 17:32:13,3.68,19.53,100,97.53
2024-06-22 17:32:15,4.10,19.53,100,97.53
2024-06-22 17:32:17,4.27,19.53,100,97.53
2024-06-22 17:32:19,3.91,19.53,100,97.53
2024-06-22 17:32:22,3.74,19.53,100,97.53
2024-06-22 17:32:24,4.22,19.53,100,97.53
2024-06-22 17:32:26,4.19,19.53,100,97.53
2024-06-22 17:32:28,3.75,19.53,100,97.53
2024-06-22 17:32:30,3.95,19.53,100,97.53
2024-06-22 17:32:32,4.26,19.53,100,97.53
2024-06-22 17:32:35,4.05,19.53,100,97.53
2024-06-22 17:32:37,3.64,19.53,100,97.53
2024-06-22 17:32:39,4.02,19.53,100,97.53
2024-06-22 17:32:41,4.23,19.53,100,97.53
2024-06-22 17:32:43,3.90,19.53,100,97.53
2024-06-22 17:32:46,3.70,19.53,100,97.53
2024-06-22 17:32:48,3.98,19.53,100,97.53
2024-06-22 17:32:50,4.26,19.53,100,97.53
2024-06-22 17:32:52,4.01,19.53,100,97.53
2024-06-22 17:32:54,3.70,19.53,100,97.53
2024-06-22 17:32:56,3.84,19.53,100,97.53
2024-06-22 17:32:59,4.18,19.53,100,97.53
2024-06-22 17:33:01,4.22,19.53,100,97.53
2024-06-22 17:33:03,3.83,19.53,100,97.53
2024-06-22 17:33:05,3.69,19.53,100,97.53
2024-06-22 17:33:07,3.74,19.53,100,97.53
2024-06-22 17:33:09,3.93,19.53,100,97.53
2024-06-22 17:33:12,4.12,19.53,100,97.53
2024-06-22 17:33:14,4.19,19.53,100,97.53
2024-06-22 17:33:16,4.04,19.53,100,97.53
2024-06-22 17:33:18,3.77,19.53,100,97.53
2024-06-22 17:33:20,3.60,19.53,100,97.53
2024-06-22 17:33:22,3.70,19.53,100,97.53
2024-06-22 17:33:25,3.89,19.53,100,97.53
2024-06-22 17:33:27,4.03,19.53,100,97.53
2024-06-22 17:33:29,4.17,19.53,100,97.53
2024-06-22 17:33:31,4.12,19.53,100,97.53
2024-06-22 17:33:33,4.12,19.53,100,97.53
2024-06-22 17:33:35,4.18,19.53,100,97.53
2024-06-22 17:33:37,4.05,19.53,100,97.53
2024-06-22 17:33:40,3.91,19.53,100,97.53
2024-06-22 17:33:42,3.82,19.53,100,97.53
2024-06-22 17:33:44,3.70,19.53,100,97.53
2024-06-22 17:33:46,3.65,19.53,100,97.53
2024-06-22 17:33:48,3.64,19.53,100,97.53
2024-06-22 17:33:51,3.64,19.53,100,97.53
2024-06-22 17:33:53,3.65,19.53,100,97.53
2024-06-22 17:33:55,3.69,19.53,100,97.53
2024-06-22 17:33:57,3.73,19.53,100,97.53
2024-06-22 17:33:59,3.69,19.53,100,97.53
2024-06-22 17:34:01,3.60,19.53,100,97.53
2024-06-22 17:34:04,3.59,19.53,100,97.53
2024-06-22 17:34:06,3.60,19.53,100,97.53
2024-06-22 17:34:08,3.66,19.53,100,97.53
2024-06-22 17:34:10,3.74,19.53,100,97.53
2024-06-22 17:34:12,3.65,19.53,100,97.53
2024-06-22 17:34:14,3.75,19.53,100,97.53
2024-06-22 17:34:17,3.86,19.53,100,97.53
2024-06-22 17:34:19,3.97,19.53,100,97.53
2024-06-22 17:34:21,4.12,19.53,100,97.53
2024-06-22 17:34:23,4.12,19.53,100,97.53
2024-06-22 17:34:25,4.08,19.53,100,97.53
2024-06-22 17:34:27,3.74,19.53,100,97.53
2024-06-22 17:34:30,3.65,19.53,100,97.53
2024-06-22 17:34:32,3.65,19.53,100,97.53
2024-06-22 17:34:34,3.69,19.53,100,97.53
2024-06-22 17:34:36,3.70,19.53,100,97.53
2024-06-22 17:34:38,3.87,19.53,100,97.53
2024-06-22 17:34:40,4.04,19.53,100,97.53
2024-06-22 17:34:43,3.65,19.53,100,97.53
2024-06-22 17:34:45,3.61,19.53,100,97.53
2024-06-22 17:34:47,3.65,19.53,100,97.53
2024-06-22 17:34:49,3.77,19.53,100,97.53
2024-06-22 17:34:51,4.16,19.53,100,97.53
2024-06-22 17:34:53,4.08,19.53,100,97.53
2024-06-22 17:34:56,3.64,19.53,100,97.53
2024-06-22 17:34:58,3.59,19.53,100,97.53
2024-06-22 17:35:00,3.65,19.53,100,97.53
2024-06-22 17:35:02,4.07,19.53,100,97.53
2024-06-22 17:35:04,3.98,19.53,100,97.53
2024-06-22 17:35:06,3.66,19.53,100,97.53
2024-06-22 17:35:09,3.69,19.53,100,97.53
2024-06-22 17:35:11,4.24,19.53,99,97.55
2024-06-22 17:35:13,4.24,19.53,100,97.53
2024-06-22 17:35:15,3.74,19.53,100,97.53
2024-06-22 17:35:17,3.65,19.53,100,97.53
2024-06-22 17:35:19,3.60,19.53,100,97.53
2024-06-22 17:35:22,4.17,19.53,100,97.53
2024-06-22 17:35:24,3.69,19.53,99,97.87
2024-06-22 17:35:26,3.71,19.53,100,97.53
2024-06-22 17:35:28,3.74,19.53,100,97.53
2024-06-22 17:35:30,3.80,19.53,100,97.53
2024-06-22 17:35:34,3.71,19.53,100,97.53
2024-06-22 17:35:36,3.69,19.53,100,97.53
2024-06-22 17:35:38,3.66,19.53,100,97.53
2024-06-22 17:35:40,4.07,19.53,100,97.53
2024-06-22 17:35:42,3.64,19.53,100,97.53
2024-06-22 17:35:45,3.66,19.53,100,97.53
2024-06-22 17:35:47,4.10,19.53,100,97.53
2024-06-22 17:35:49,3.74,19.53,100,97.53
2024-06-22 17:35:51,3.69,19.53,100,97.53
2024-06-22 17:35:53,3.87,19.53,100,97.53
2024-06-22 17:35:55,3.95,19.53,100,97.53
2024-06-22 17:35:58,3.64,19.53,100,97.53
2024-06-22 17:36:00,3.75,19.53,100,97.53
2024-06-22 17:36:02,4.09,19.53,100,97.53
2024-06-22 17:36:04,3.69,19.53,100,97.53
2024-06-22 17:36:06,3.66,19.53,100,97.53
2024-06-22 17:36:08,3.98,19.53,100,97.53
2024-06-22 17:36:11,3.69,19.53,100,97.53
2024-06-22 17:36:13,3.73,19.53,100,97.53
2024-06-22 17:36:15,3.98,19.53,100,97.53
2024-06-22 17:36:17,3.70,19.53,100,97.53
2024-06-22 17:36:19,3.78,19.53,100,97.53
2024-06-22 17:36:21,3.69,19.53,100,97.53
2024-06-22 17:36:24,3.66,19.53,100,97.53
2024-06-22 17:36:26,3.75,19.53,100,97.53
2024-06-22 17:36:28,3.26,19.53,100,97.53
2024-06-22 17:36:30,0,0,0,2.93
