Timestamp,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Usage(%)
2024-06-18 13:40:40,15.94,2.82118282592488,2, 0
2024-06-18 13:40:42,3.35,2.82024174722871,97, 59
2024-06-18 13:40:45,6.48,2.8203150780362,97, 53
2024-06-18 13:40:47,6.77,2.8203395216387,97, 49
2024-06-18 13:40:49,6.86,2.8203395216387,97, 44
2024-06-18 13:40:51,6.87,2.8203395216387,97, 43
2024-06-18 13:40:53,6.01,2.8203395216387,97, 45
2024-06-18 13:40:55,3.26,2.8203395216387,97, 47
2024-06-18 13:40:57,3.16,2.8203639652412,97, 52
2024-06-18 13:41:00,5.22,2.8203639652412,97, 55
2024-06-18 13:41:02,3.83,2.8203639652412,97, 57
2024-06-18 13:41:05,6.31,2.8203639652412,97, 55
2024-06-18 13:41:07,6.38,2.8203639652412,97, 56
2024-06-18 13:41:09,6.15,2.8203639652412,97, 59
2024-06-18 13:41:11,6.29,2.82041285244619,97, 59
2024-06-18 13:41:13,3.31,2.82041285244619,97, 60
